order_item_id,order_id,product_id,quantity,unit_price,discount_percentage
oi_299d48a8,ord_8127336a,prod_fe300255,10,446.92600000000004,17.89
oi_5c4b9419,ord_8127336a,prod_2a053ba0,1,106.63,9.7
oi_d2515901,ord_b55f6858,prod_3bcbd935,8,367.25,10.87
oi_3663fb4a,ord_7557c636,prod_c5ca2c8c,7,383.6014285714286,11.39
oi_df98669a,ord_83547277,prod_aa9c466e,9,161.32000000000002,16.35
oi_00c7c03a,ord_a0524dde,prod_c5ca2c8c,10,398.45300000000003,7.96
oi_e7226384,ord_dd3012a5,prod_7a535b91,2,844.375,10.29
oi_c1878c19,ord_ef5e9581,prod_ff879477,3,433.07666666666665,14.83
oi_69608956,ord_ae4730e6,prod_b2f3a8f7,7,87.57285714285715,13.58
oi_a3de5824,ord_a8700ef7,prod_566c0f49,4,478.4275,11.75
oi_c6251e97,ord_a8700ef7,prod_b572f27a,4,216.93,7.64
oi_3af16259,ord_a8700ef7,prod_53e1d316,1,243.18,6.01
oi_90c59c1b,ord_740c2e62,prod_b2f3a8f7,6,87.89166666666667,13.26
oi_14b7820a,ord_b052969b,prod_09b423f4,9,104.33333333333333,46.25
oi_07561d67,ord_b0ff3ef7,prod_582de9a4,3,520.4366666666666,10.97
oi_5450d32e,ord_256b90a5,prod_71507ccd,6,504.53999999999996,9.48
oi_0ded6e46,ord_256b90a5,prod_67da2a8c,5,463.966,7.73
oi_d5f25dad,ord_256b90a5,prod_6bb9d589,1,227.2,11.61
oi_98463c8f,ord_b94c0be9,prod_704502ed,3,460.8633333333333,18.26
oi_a119d1c4,ord_b94c0be9,prod_c5ca2c8c,5,361.8,16.42
oi_556e98df,ord_ecf371d1,prod_09b423f4,4,170.605,12.1
oi_ac2b0a9c,ord_4d4f5e39,prod_53e1d316,6,241.115,6.8
oi_49b6112a,ord_fa1b6672,prod_71507ccd,2,478.85,14.08
oi_f436b40f,ord_fa1b6672,prod_aa9c466e,5,160.994,16.52
oi_108d4d26,ord_fa1b6672,prod_09b423f4,1,164.66,15.16
oi_26d42eac,ord_62ba7341,prod_566c0f49,1,492.92,9.07
oi_690e5b4f,ord_62ba7341,prod_c5ca2c8c,5,364.286,15.85
oi_e7d095dc,ord_40bfa3dc,prod_951860a3,9,317.8833333333333,7.1
oi_28c8999e,ord_0cffe1b2,prod_6bb9d589,6,231.81833333333336,9.81
oi_afaa1395,ord_c32ad217,prod_b3825ee4,9,2207.8722222222223,8.31
oi_7a3f89a1,ord_c32ad217,prod_5aea0ff9,5,488.13199999999995,8.77
oi_8579bdf9,ord_ee8f558e,prod_71507ccd,3,506.67333333333335,9.09
oi_0ad1950c,ord_42815bc8,prod_5d2d5599,5,87.938,11.48
oi_ca00e514,ord_42815bc8,prod_b572f27a,3,212.59666666666666,9.49
oi_2ab4105c,ord_81d213c0,prod_2af333ea,10,391.058,12.28
oi_10288b2f,ord_9d58be86,prod_8713c712,4,1202.28,8.27
oi_e79a29b4,ord_69784b55,prod_761255b4,7,368.83,2.23
oi_15b5bba0,ord_51d5c3e9,prod_86baf995,9,47.147777777777776,11.18
oi_e74d9c41,ord_8085bca0,prod_09b423f4,8,110.025,43.31
oi_4c3f1952,ord_4a9586e5,prod_fe300255,9,489.74666666666667,10.02
oi_71a6a6f6,ord_4a9586e5,prod_b572f27a,4,204.5625,12.91
oi_805a41db,ord_92108b85,prod_b2f3a8f7,9,87.56,13.59
oi_21bce030,ord_3011ee50,prod_24ab3fd0,1,451.7,14.52
oi_d5e0c694,ord_e4c288bb,prod_587805bf,5,574.736,7.35
oi_8d7bf543,ord_e4c288bb,prod_761255b4,1,365.57,3.09
oi_fbebcc51,ord_e4c288bb,prod_4f0226fb,1,115.42,8.67
oi_44c330c8,ord_de94cfaa,prod_e1bddf73,7,483.0957142857143,13.91
oi_39506cc2,ord_de94cfaa,prod_971152aa,1,385.75,14.68
oi_90891ee9,ord_de94cfaa,prod_2a053ba0,1,106.16,10.1
oi_dae89e8e,ord_de94cfaa,prod_6bb9d589,1,237.15,7.74
oi_7f6e9a38,ord_b6c26bfc,prod_3cf36411,8,85.3,15.17
oi_efb9ffd5,ord_67d55a7a,prod_de12acd0,7,299.7257142857143,10.71
oi_820af571,ord_3d430bf7,prod_566c0f49,8,495.29625,8.64
oi_d4231836,ord_3d430bf7,prod_2a053ba0,1,111.04,5.96
oi_11aafeec,ord_3d430bf7,prod_bfb5489d,1,148.17,7.09
oi_735b4c2b,ord_523454e4,prod_770c0c43,4,267.81,12.04
oi_44c995f3,ord_f25ed2a2,prod_ff879477,7,439.9614285714286,13.47
oi_92e6b296,ord_22307e01,prod_035d78fc,9,616.1044444444444,12.99
oi_12e8f3ac,ord_22307e01,prod_aa9c466e,3,177.95333333333335,7.73
oi_5f0b22e4,ord_22307e01,prod_6bb9d589,1,242.3,5.73
oi_74eafcad,ord_c00c3a95,prod_f24c5a18,5,292.182,14.5
oi_0464f76a,ord_bcd6eedb,prod_971152aa,5,406.402,10.12
oi_e97abfca,ord_d92fd8cf,prod_67da2a8c,10,444.445,11.61
oi_c90b521b,ord_79578933,prod_ff879477,1,441.26,13.22
oi_6bbe7b00,ord_3ae54148,prod_54709729,1,462.3,47.24
oi_3e884cad,ord_3ae54148,prod_971152aa,4,257.4325,43.06
oi_72fbff0e,ord_3ae54148,prod_2a053ba0,1,76.66,35.07
oi_b42c55a4,ord_3ae54148,prod_09b423f4,1,106.12,45.32
oi_3f434bc8,ord_72f92404,prod_cb6fc0eb,5,533.606,14.48
oi_f5158209,ord_5273f99a,prod_be2be7f1,4,107.5725,15.17
oi_de7ad375,ord_5273f99a,prod_971152aa,2,390.095,13.72
oi_25bcb480,ord_6388885e,prod_fe300255,2,477.54,12.26
oi_2b20543d,ord_6388885e,prod_761255b4,2,335.195,11.14
oi_708a006a,ord_6388885e,prod_2a053ba0,1,101.7,13.87
oi_ff0716db,ord_dd8735a1,prod_be2be7f1,7,111.56857142857143,12.02
oi_3376999d,ord_dd8735a1,prod_7afc80e5,4,453.82,9.25
oi_8f6fc0f0,ord_dd8735a1,prod_2a053ba0,1,106.34,9.94
oi_e134f601,ord_e7c229da,prod_3cf36411,10,93.061,7.45
oi_2bf560b8,ord_ac2676f8,prod_aa9c466e,10,161.648,16.18
oi_d64ff49e,ord_52703ac6,prod_4f0226fb,8,116.045,8.17
oi_4af7cdc2,ord_52703ac6,prod_971152aa,3,426.5933333333333,5.65
oi_aee7b127,ord_afe52e8d,prod_09b423f4,6,181.12333333333333,6.68
oi_ac888c69,ord_fc1deff7,prod_81feaa25,2,641.285,4.9
oi_508b6163,ord_fc1deff7,prod_2a053ba0,1,101.11,14.37
oi_fc580b52,ord_fc1deff7,prod_53e1d316,1,219.8,15.04
oi_683803ab,ord_052bd234,prod_09b423f4,6,163.92166666666665,15.54
oi_441a96ee,ord_6bae82a6,prod_761255b4,1,191.02,49.36
oi_62e57969,ord_949d113b,prod_951860a3,4,301.5175,11.88
oi_b8987436,ord_8ac28217,prod_035d78fc,5,626.4060000000001,11.53
oi_83dfb8cb,ord_8ac28217,prod_67da2a8c,4,454.37,9.64
oi_9e29c673,ord_2977f59a,prod_b572f27a,10,205.956,12.31
oi_177e39d9,ord_51a22a82,prod_1a600b85,8,423.29375,9.42
oi_6494181a,ord_af71d023,prod_fe300255,1,480.98,11.63
oi_8eb3dd93,ord_af71d023,prod_aa9c466e,4,165.735,14.06
oi_e47b215f,ord_63e47800,prod_f24c5a18,2,317.585,7.07
oi_0bf63b88,ord_30d9922d,prod_587805bf,5,575.442,7.23
oi_e940f8ac,ord_30d9922d,prod_c5ca2c8c,3,370.22333333333336,14.48
oi_f8518a4a,ord_30d9922d,prod_be2be7f1,1,115.16,9.19
oi_2e033bbc,ord_e2edf0a5,prod_587805bf,9,568.06,8.42
oi_48c8d797,ord_bde03680,prod_81feaa25,9,607.1988888888889,9.96
oi_be97c4c0,ord_bde03680,prod_5aea0ff9,5,520.448,2.73
oi_33d0c630,ord_bde03680,prod_b9a67276,1,115.6,12.65
oi_82b783cc,ord_c411be75,prod_f009ca00,3,816.96,9.67
oi_80aa8731,ord_bbee2538,prod_54709729,5,778.234,11.19
oi_b4de58b9,ord_bbee2538,prod_2a053ba0,1,99.92,15.38
oi_08af0be7,ord_23172fee,prod_c5ca2c8c,9,397.5988888888889,8.15
oi_00f6d959,ord_01ff23ca,prod_8713c712,9,1133.8144444444445,13.49
oi_ef0afe95,ord_77df3662,prod_587805bf,7,573.67,7.52
oi_5f9b37ac,ord_77df3662,prod_67da2a8c,1,451.27,10.26
oi_a461b553,ord_77df3662,prod_2a053ba0,1,110.07,6.78
oi_03bae174,ord_94f881c6,prod_fe300255,7,521.2157142857143,4.24
oi_66af28da,ord_94f881c6,prod_761255b4,2,333.265,11.65
oi_867bbb60,ord_85a3365a,prod_b3825ee4,6,2051.0116666666668,14.82
oi_7413c787,ord_85a3365a,prod_5aea0ff9,10,465.15299999999996,13.06
oi_33083bc0,ord_4d615284,prod_971152aa,2,417.765,7.6
oi_024b1f1f,ord_eb62a5ea,prod_f24c5a18,1,296.06,13.37
oi_433d8d9a,ord_de8b983f,prod_64c08afc,6,212.20833333333334,11.3
oi_8d56bdf7,ord_62e0d102,prod_582de9a4,7,487.7057142857143,16.56
oi_2e4cda57,ord_bd3bc266,prod_bfb5489d,7,140.34,12.0
oi_50cb3215,ord_1cc933b5,prod_4e0ad55a,8,340.04125,13.79
oi_cfb6abb2,ord_1cc933b5,prod_b572f27a,1,197.55,15.89
oi_112a7af9,ord_1cc933b5,prod_2a053ba0,1,97.67,17.28
oi_7a3f3a95,ord_535d1e0a,prod_2a053ba0,10,110.484,6.43
oi_527cab7c,ord_ba1d3d76,prod_5d2d5599,3,90.16666666666667,9.23
oi_ffab3d99,ord_ba1d3d76,prod_761255b4,1,326.07,13.56
oi_a66d7c1d,ord_ba1d3d76,prod_2a053ba0,1,97.1,17.77
oi_12168135,ord_ba1d3d76,prod_6bb9d589,1,226.87,11.74
oi_9f6a06d6,ord_ef2731a7,prod_67da2a8c,8,439.26,12.65
oi_96c2400f,ord_8b54f6c6,prod_53e1d316,4,222.78,13.89
oi_735a87f0,ord_e463236a,prod_f24c5a18,1,307.81,9.93
oi_53c91508,ord_3bfbbeb6,prod_aa9c466e,5,162.924,15.52
oi_b58645d6,ord_79cd7d07,prod_ad64d881,1,2108.75,16.64
oi_bc9f0368,ord_79cd7d07,prod_aa9c466e,7,167.20142857142858,13.3
oi_49a564bd,ord_835dbb1a,prod_5aea0ff9,5,461.358,13.77
oi_f6e26e84,ord_b4f7d283,prod_67da2a8c,1,446.95,11.12
oi_e0956253,ord_5181c764,prod_308881b9,8,1295.51125,4.19
oi_e30da194,ord_5181c764,prod_c5ca2c8c,2,387.975,10.38
oi_428175ce,ord_085c3ea2,prod_bfb5489d,2,138.02,13.45
oi_23064b43,ord_2f578195,prod_aa9c466e,6,172.76,10.42
oi_d30c90a9,ord_f7d01f79,prod_b3825ee4,8,2060.305,14.44
oi_81dea03f,ord_f7d01f79,prod_aa9c466e,5,169.384,12.17
oi_01deca65,ord_e0dfa704,prod_8713c712,8,1166.55875,11.0
oi_8d426498,ord_8f6a7eeb,prod_761255b4,1,315.9,16.26
oi_ebf4ce8b,ord_bd519e04,prod_fe300255,9,467.5177777777778,14.1
oi_fdee760a,ord_bd519e04,prod_039421d7,3,180.4,18.51
oi_3db158d3,ord_db4173f5,prod_53e1d316,6,222.21166666666667,14.11
oi_bcf63971,ord_49fbb7a4,prod_aa9c466e,9,167.49777777777777,13.15
oi_6980ae65,ord_05281ef3,prod_4e0ad55a,9,346.29777777777775,12.2
oi_ab3fa01d,ord_05281ef3,prod_5aea0ff9,3,491.96000000000004,8.05
oi_1708c30d,ord_ccdccab9,prod_6bb9d589,9,223.08444444444444,13.21
oi_982e2ea4,ord_38a1d9bd,prod_4e0ad55a,8,346.23875,12.22
oi_ba7f9e72,ord_f1fd41f3,prod_54709729,8,765.96875,12.59
oi_5a972a52,ord_f1fd41f3,prod_7afc80e5,2,420.765,15.86
oi_eece5bed,ord_f1fd41f3,prod_2a053ba0,1,97.02,17.84
oi_53785ab9,ord_6d6ab64c,prod_3bcbd935,8,369.885,10.23
oi_6843f2f6,ord_0649e028,prod_b2f3a8f7,3,86.48,14.65
oi_2a285cc8,ord_acd07dde,prod_24ab3fd0,2,485.485,8.13
oi_38912e90,ord_068de36b,prod_5aea0ff9,10,478.412,10.58
oi_39728dc6,ord_9226342c,prod_e1bddf73,7,515.3057142857143,8.16
oi_453ae4bb,ord_9226342c,prod_c5ca2c8c,1,390.09,9.89
oi_ed1c2002,ord_15664ef1,prod_fe300255,4,493.4375,9.34
oi_112597d6,ord_7005b106,prod_308881b9,1,1300.85,3.8
oi_da27bb6f,ord_7005b106,prod_039421d7,5,209.244,5.49
oi_b07822f0,ord_7005b106,prod_2a053ba0,1,103.58,12.28
oi_7d68e96a,ord_7005b106,prod_770c0c43,1,273.27,10.25
oi_98c43736,ord_3ddd55e4,prod_f24c5a18,5,322.518,5.63
oi_dc6381eb,ord_633a4c65,prod_b9a67276,6,118.12166666666667,10.74
oi_2f977abf,ord_633a4c65,prod_c5ca2c8c,1,370.39,14.44
oi_dd08805c,ord_63b9a4a8,prod_4e0ad55a,10,322.673,18.19
oi_76cba99b,ord_63b9a4a8,prod_7afc80e5,1,452.47,9.52
oi_b2306bbd,ord_d2858440,prod_b2f3a8f7,4,91.3825,9.82
oi_8bc8993f,ord_ddaeb30d,prod_aa9c466e,10,165.411,14.23
oi_345f8506,ord_6de3a0c8,prod_b9a67276,4,117.67,11.08
oi_cdbc3a94,ord_6de3a0c8,prod_7afc80e5,1,449.19,10.18
oi_c7d65845,ord_6de3a0c8,prod_2a053ba0,1,108.91,7.77
oi_4f3316b8,ord_64b8af79,prod_971152aa,3,407.3766666666667,9.9
oi_cfe2f813,ord_6016cf3c,prod_e1bddf73,10,514.245,8.35
oi_866623e4,ord_6016cf3c,prod_971152aa,1,405.67,10.28
oi_17e0fca4,ord_6016cf3c,prod_2a053ba0,1,105.71,10.48
oi_3484861e,ord_6016cf3c,prod_b9a67276,1,123.19,6.92
oi_54400ee1,ord_b113169b,prod_582de9a4,10,476.271,18.52
oi_3091d7ba,ord_656e2409,prod_bfb5489d,6,147.09,7.76
oi_6e9f68da,ord_a3a8c275,prod_54709729,6,757.8533333333334,13.51
oi_2a094e61,ord_a3a8c275,prod_039421d7,2,192.395,13.1
oi_1a6b4acf,ord_a3a8c275,prod_2a053ba0,1,102.28,13.38
oi_944f7341,ord_c0673b73,prod_5d2d5599,8,90.16125,9.24
oi_fe80a6e7,ord_c0673b73,prod_c5ca2c8c,2,405.38,6.36
oi_3ab301fa,ord_c0673b73,prod_2a053ba0,1,109.69,7.11
oi_888428cc,ord_acf3a902,prod_770c0c43,7,277.79285714285714,8.76
oi_e8fb838a,ord_91970c06,prod_971152aa,4,277.25,38.68
oi_d3484879,ord_ee9a6c0a,prod_8713c712,7,1066.3700000000001,18.64
oi_c459d077,ord_6fa00402,prod_71507ccd,9,494.5244444444445,11.27
oi_7045ed37,ord_6fa00402,prod_039421d7,3,199.21333333333334,10.02
oi_c3534041,ord_6fa00402,prod_2a053ba0,1,107.96,8.57
oi_6b128ebb,ord_6fa00402,prod_5d2d5599,1,89.71,9.69
oi_b4a8f78a,ord_3aa3a7ce,prod_67da2a8c,3,446.39000000000004,11.23
oi_54bdcdc7,ord_575d1190,prod_67da2a8c,2,443.99,11.71
oi_d5ee2f34,ord_7504ef8b,prod_035d78fc,1,625.35,11.68
oi_2d2a7750,ord_7504ef8b,prod_1a600b85,1,424.7,9.11
oi_e54da492,ord_5c1fcb60,prod_5aea0ff9,4,490.1975,8.38
oi_4d4a44f8,ord_ea358a1f,prod_039421d7,2,199.67,9.81
oi_6f6b91d9,ord_c9812fa8,prod_bfb5489d,7,147.70142857142858,7.38
oi_b76c96ea,ord_a765191d,prod_2a053ba0,1,100.08,15.24
oi_6d89a9cf,ord_1759a724,prod_f24c5a18,9,276.0577777777778,19.22
oi_d751f5e8,ord_c51e6b42,prod_971152aa,3,396.78999999999996,12.24
oi_411be7b3,ord_1186488a,prod_aa9c466e,7,162.24285714285716,15.88
oi_cd6da4ca,ord_c0159131,prod_951860a3,7,304.8,10.92
oi_abacf8e0,ord_f90c6a27,prod_3cf36411,3,95.84333333333332,4.68
oi_189a4fda,ord_bcf292b1,prod_53e1d316,4,223.0525,13.79
oi_a87ea1a1,ord_03e1eb28,prod_035d78fc,1,628.67,11.21
oi_876379c8,ord_67737cd0,prod_24ab3fd0,7,451.4985714285714,14.56
oi_e81a1173,ord_565e9324,prod_86baf995,2,32.57,38.64
oi_b0d84a3e,ord_267957e6,prod_971152aa,4,387.0925,14.39
oi_490d87f6,ord_93e9792b,prod_951860a3,7,298.19,12.86
oi_417b763b,ord_884e345f,prod_24ab3fd0,6,458.1566666666667,13.3
oi_b81de88a,ord_be45bc21,prod_e1bddf73,8,457.67125,18.44
oi_71fe18b1,ord_be45bc21,prod_b9a67276,1,114.6,13.41
oi_df2f9bbc,ord_2d034b0b,prod_86baf995,6,45.16,14.92
oi_ff64f86b,ord_2660c9c4,prod_b3825ee4,1,2183.55,9.32
oi_ce970638,ord_2660c9c4,prod_c5ca2c8c,5,365.194,15.64
oi_3b6fd5ea,ord_6b749112,prod_4e0ad55a,5,325.93600000000004,17.37
oi_6eed2628,ord_6b749112,prod_67da2a8c,3,437.43333333333334,13.01
oi_8f0f2213,ord_6b749112,prod_09b423f4,1,169.9,12.46
oi_a304eecb,ord_0bfe83e6,prod_3cf36411,4,93.505,7.01
oi_34b8baec,ord_67308356,prod_035d78fc,3,632.2366666666667,10.71
oi_356ce5c2,ord_67308356,prod_039421d7,2,187.1,15.49
oi_c153d9f2,ord_67308356,prod_2a053ba0,1,103.42,12.42
oi_e9fc6831,ord_67308356,prod_4f0226fb,1,110.94,12.21
oi_45519362,ord_e7566f09,prod_587805bf,7,535.8814285714286,13.61
oi_a0ed83a1,ord_274eb5e6,prod_81feaa25,4,570.49,15.4
oi_5fb41634,ord_274eb5e6,prod_b572f27a,1,202.66,13.72
oi_d18b3632,ord_e5906a6e,prod_7afc80e5,4,434.1575,13.18
oi_54b251d4,ord_526eef75,prod_ad64d881,3,2307.79,8.77
oi_3b07b0ae,ord_526eef75,prod_1a600b85,6,429.34,8.12
oi_448c7310,ord_41059631,prod_e1bddf73,4,519.46,7.42
oi_bb33c06e,ord_41059631,prod_c5ca2c8c,1,374.99,13.38
oi_1ce5bcba,ord_41059631,prod_2a053ba0,1,107.24,9.18
oi_8adceabe,ord_41059631,prod_4f0226fb,1,116.68,7.67
oi_4f1ffa16,ord_20c3a510,prod_f009ca00,2,790.9,12.55
oi_7d38a0e3,ord_843fdbd6,prod_67da2a8c,8,461.35625,8.25
oi_4041f1d5,ord_bad50b6d,prod_de12acd0,7,291.1485714285714,13.27
oi_991de15e,ord_61184399,prod_ff879477,6,439.35833333333335,13.59
oi_20238b0d,ord_d5c82a87,prod_aa9c466e,2,170.01,11.85
oi_4e692697,ord_b14d94e2,prod_ad64d881,9,2185.3655555555556,13.61
oi_41d778d1,ord_39231e28,prod_951860a3,7,297.6914285714286,13.0
oi_93aa02c9,ord_51e82ab3,prod_3cf36411,3,89.14,11.35
oi_6787d9f0,ord_40a2e601,prod_de12acd0,10,314.40500000000003,6.34
oi_d63b07bb,ord_9d15929b,prod_09b423f4,4,165.6675,14.64
oi_9da52f18,ord_44c9aeb0,prod_5d2d5599,1,91.68,7.72
oi_4f4e38ad,ord_44c9aeb0,prod_2a053ba0,1,107.44,9.01
oi_c47c56c4,ord_71d9c4b1,prod_971152aa,2,376.135,16.81
oi_67d6d848,ord_75de80a7,prod_b3825ee4,8,2164.19875,10.12
oi_afe0c576,ord_75de80a7,prod_c5ca2c8c,11,402.62545454545455,6.99
oi_b0c607be,ord_cb4a9a82,prod_81feaa25,4,637.7725,5.42
oi_cd284c9e,ord_cb4a9a82,prod_761255b4,1,352.34,6.6
oi_4e4fa200,ord_1ed6cdb9,prod_67da2a8c,4,416.17,17.24
oi_9958091d,ord_3e99cd97,prod_24ab3fd0,3,466.94,11.64
oi_09d85135,ord_97249646,prod_587805bf,2,526.35,15.15
oi_317c8cce,ord_97249646,prod_2a053ba0,1,100.19,15.15
oi_51f9bdb9,ord_a1534847,prod_f009ca00,3,820.4366666666666,9.29
oi_50ca945d,ord_5c7d6ab5,prod_7afc80e5,1,447.18,10.58
oi_31f25ecd,ord_dea15ffb,prod_4e0ad55a,7,363.77,7.77
oi_dbe4349d,ord_dea15ffb,prod_be2be7f1,1,118.84,6.28
oi_f15987ea,ord_97b6c59b,prod_53e1d316,1,231.3,10.6
oi_894395f5,ord_30bdb576,prod_566c0f49,7,487.07142857142856,10.15
oi_d041cb08,ord_30bdb576,prod_761255b4,3,331.92333333333335,12.01
oi_732a61fb,ord_30bdb576,prod_2a053ba0,1,103.87,12.03
oi_e5d8e425,ord_30bdb576,prod_b9a67276,1,128.13,3.18
oi_e378b615,ord_10da553b,prod_039421d7,1,205.47,7.19
oi_3d82fcfc,ord_5c662ac5,prod_566c0f49,10,484.59799999999996,10.61
oi_2bc42ff6,ord_5c662ac5,prod_039421d7,5,193.778,12.47
oi_d3925469,ord_5c662ac5,prod_bfb5489d,1,130.79,17.98
oi_85ac02ce,ord_b2e25d44,prod_971152aa,4,399.64,11.61
oi_ecf15ad8,ord_64234e73,prod_f24c5a18,2,307.045,10.15
oi_4d7e0c1a,ord_f9453817,prod_f009ca00,7,831.9528571428572,8.01
oi_55f66b58,ord_c7228ae6,prod_f24c5a18,3,281.1433333333333,17.73
oi_884750e6,ord_f02ad494,prod_3cf36411,3,88.57,11.92
oi_e88d4096,ord_22145ac3,prod_5aea0ff9,9,469.2855555555555,12.29
oi_14853b3d,ord_5f936642,prod_f009ca00,8,805.03125,10.99
oi_aa392926,ord_d1d4de72,prod_64c08afc,3,210.85666666666668,11.86
oi_c9c4d8e7,ord_56a21ebc,prod_1a600b85,4,427.99,8.41
oi_3b55dbdf,ord_049c0c8c,prod_ad64d881,5,2034.816,19.56
oi_5606645b,ord_049c0c8c,prod_aa9c466e,11,178.7490909090909,7.32
oi_a1f93eb0,ord_2208a45a,prod_24ab3fd0,1,498.19,5.73
oi_cf1604cc,ord_44ff0d11,prod_ad64d881,2,2221.075,12.2
oi_3efed947,ord_44ff0d11,prod_67da2a8c,5,430.724,14.34
oi_4156219e,ord_ecc8b933,prod_b2f3a8f7,3,91.05,10.14
oi_0d9c5ae9,ord_3e013912,prod_ad64d881,8,2251.54625,11.0
oi_0bba9b63,ord_3e013912,prod_b572f27a,7,197.12857142857143,16.07
oi_d2210829,ord_48870909,prod_2af333ea,2,417.84,6.27
oi_9daca8c9,ord_dcd53414,prod_761255b4,5,331.732,12.06
oi_079e2f20,ord_44591cf3,prod_24ab3fd0,1,475.63,10.0
oi_ba287253,ord_025c58df,prod_86baf995,3,48.169999999999995,9.25
oi_e74fa229,ord_5a377ed0,prod_67da2a8c,10,433.46899999999994,13.8
oi_d54e7b83,ord_7765e137,prod_3bcbd935,1,344.86,16.3
oi_76ab48e8,ord_958efa63,prod_770c0c43,4,276.28,9.26
oi_09b71b70,ord_45357f43,prod_81feaa25,4,591.86,12.23
oi_53c1b4f1,ord_45357f43,prod_039421d7,2,200.455,9.46
oi_30ce7ca1,ord_45357f43,prod_2a053ba0,1,108.57,8.05
oi_a865bec9,ord_1e246e19,prod_035d78fc,3,609.1966666666666,13.96
oi_114f8652,ord_1e246e19,prod_7afc80e5,4,446.35,10.74
oi_b087bd8a,ord_1e246e19,prod_2a053ba0,1,105.74,10.45
oi_f9735354,ord_1e246e19,prod_09b423f4,1,174.1,10.3
oi_677a77fb,ord_e7de3070,prod_7a535b91,9,835.6111111111111,11.22
oi_e836b28f,ord_f38130a7,prod_fe300255,2,499.6,8.21
oi_1d8c5c7b,ord_f38130a7,prod_1a600b85,4,420.36,10.04
oi_b7280018,ord_f38130a7,prod_4f0226fb,1,117.35,7.14
oi_affd2de5,ord_52fedae4,prod_bfb5489d,10,134.526,15.64
oi_a8351f1a,ord_e531e9b6,prod_f24c5a18,8,290.995,14.85
oi_8f211980,ord_625f61e7,prod_b2f3a8f7,6,90.88,10.31
oi_36c41321,ord_cb682603,prod_035d78fc,5,617.6859999999999,12.76
oi_36d4962d,ord_cb682603,prod_5aea0ff9,2,487.33,8.92
oi_30050e6d,ord_a5ed47fc,prod_e1bddf73,10,561.12,0.0
oi_bdd38a1a,ord_a5ed47fc,prod_770c0c43,1,285.46,6.24
oi_432c4ac5,ord_cddc0d22,prod_ad64d881,10,2204.047,12.87
oi_158e673d,ord_cddc0d22,prod_67da2a8c,9,442.30333333333334,12.04
oi_b60b702a,ord_e82aea3f,prod_3bcbd935,4,349.925,15.07
oi_6d65deda,ord_7e7008ef,prod_7a535b91,9,867.7444444444444,7.81
oi_4b869634,ord_0e3d64be,prod_24ab3fd0,8,465.4125,11.93
oi_0d5240de,ord_f53bff04,prod_582de9a4,9,494.15222222222224,15.46
oi_d43754c7,ord_5358033b,prod_4f0226fb,6,117.75999999999999,6.81
oi_0385bd81,ord_5358033b,prod_67da2a8c,3,470.6433333333334,6.41
oi_3ec9ebe7,ord_5358033b,prod_2a053ba0,1,103.21,12.59
oi_8ace071f,ord_fdcb3db4,prod_53e1d316,6,228.34833333333333,11.74
