quotation_id,customer_id,sales_rep_id,total_amount,total_discount,total_margin,status,created_at,updated_at
quote_27296229,cust_5471fb8a,rep_76071164,2328.48,225.37,889.28,CONVERTED,2026-03-27 23:10:05.601026,2026-04-11 23:10:05.601026
quote_cc1a86cc,cust_c3571491,rep_d5902688,2131.29,146.94,910.55,CONVERTED,2025-10-26 15:10:05.601026,2025-11-04 15:10:05.601026
quote_57ffcfd4,cust_1cb64aaa,rep_03d99ec4,4480.97,704.87,648.0,CONVERTED,2026-02-22 04:10:05.601026,2026-03-04 04:10:05.601026
quote_02faf559,cust_1226e2b4,rep_03d99ec4,2950.36,490.55,805.67,CONVERTED,2026-07-12 02:10:05.601026,2026-08-09 02:10:05.601026
quote_13f16806,cust_fa1faded,rep_26645e7c,651.47,62.11,115.4,EXPIRED,2025-12-16 07:10:05.601026,2026-01-02 07:10:05.601026
quote_1423d452,cust_e7123a90,rep_d5902688,318.94,24.85,76.81,CONVERTED,2026-06-14 17:10:05.601026,2026-06-24 17:10:05.601026
quote_1bb16903,cust_1226e2b4,rep_03d99ec4,941.21,157.54,230.84,CONVERTED,2026-05-25 06:10:05.601026,2026-06-10 06:10:05.601026
quote_37fb2ef5,cust_36b3c9ac,rep_03d99ec4,4306.4,547.51,701.29,REJECTED,2026-03-02 20:10:05.601026,2026-03-20 20:10:05.601026
quote_258c2a99,cust_5199088a,rep_e08a1589,797.35,67.17,186.98,CONVERTED,2026-07-29 16:10:05.601026,2026-08-05 16:10:05.601026
quote_5117ee1c,cust_6bebe3ea,rep_71ed5975,3927.84,493.11,475.62,EXPIRED,2026-02-03 14:10:05.601026,2026-03-02 14:10:05.601026
quote_39ecf42b,cust_e7123a90,rep_b548fdfc,3075.75,216.42,1007.76,REJECTED,2026-05-22 15:10:05.601026,2026-05-28 15:10:05.601026
quote_bd35c640,cust_1ff88c64,rep_4fd63151,2712.84,192.16,691.58,REJECTED,2026-08-19 16:10:05.601026,2026-08-27 16:10:05.601026
quote_88bedb8f,cust_16c62d60,rep_e08a1589,3296.16,337.48,1044.12,REJECTED,2026-07-01 15:10:05.601026,2026-07-03 15:10:05.601026
quote_0bc8e5c9,cust_e7123a90,rep_26645e7c,1645.09,125.63,304.38,CONVERTED,2026-05-19 09:10:05.601026,2026-06-07 09:10:05.601026
quote_2c4cbd4f,cust_969bf7c5,rep_e08a1589,810.64,79.9,289.62,CONVERTED,2025-12-21 11:10:05.601026,2026-01-16 11:10:05.601026
quote_e2cc6912,cust_4e5d5042,rep_f976f2b3,1157.16,88.87,303.17,EXPIRED,2026-06-05 12:10:05.601026,2026-06-30 12:10:05.601026
quote_690652ab,cust_7adfc319,rep_26645e7c,4126.58,516.44,581.54,EXPIRED,2025-12-30 04:10:05.601026,2026-01-09 04:10:05.601026
quote_fbb99867,cust_ce1f66a4,rep_4fd63151,1500.21,185.7,418.23,CONVERTED,2026-02-27 21:10:05.601026,2026-03-29 21:10:05.601026
quote_a100bba1,cust_5329889c,rep_f976f2b3,5084.7,660.51,676.89,CONVERTED,2026-03-17 02:10:05.601026,2026-03-19 02:10:05.601026
quote_9c63a5b2,cust_ceb41cd8,rep_e08a1589,335.68,39.2,68.18,CONVERTED,2026-05-06 04:10:05.601026,2026-05-16 04:10:05.601026
quote_39ea889c,cust_a1d12aca,rep_221b7f39,4706.05,693.96,1247.94,CONVERTED,2026-05-17 12:10:05.601026,2026-06-13 12:10:05.601026
quote_c06728d8,cust_a1d12aca,rep_d5902688,5615.82,796.73,330.07,REJECTED,2026-08-13 21:10:05.601026,2026-08-16 21:10:05.601026
quote_827e76c3,cust_4c4e219c,rep_e08a1589,502.85,30.53,82.13,CONVERTED,2026-04-30 07:10:05.601026,2026-05-28 07:10:05.601026
quote_374662c8,cust_c530da41,rep_b548fdfc,1169.06,117.88,460.88,CONVERTED,2026-04-18 01:10:05.601026,2026-04-30 01:10:05.601026
quote_f05e21d7,cust_6bebe3ea,rep_4fd63151,4768.97,445.17,1473.47,CONVERTED,2025-11-01 10:10:05.601026,2025-11-07 10:10:05.601026
quote_3e751b17,cust_5fb65258,rep_e08a1589,5074.2,2520.28,-1399.78,CONVERTED,2026-08-06 16:10:05.601026,2026-08-28 16:10:05.601026
quote_4d361f88,cust_faaa7a40,rep_76071164,911.97,435.31,-19.6,CONVERTED,2026-07-15 07:10:05.601026,2026-08-12 07:10:05.601026
quote_8874e647,cust_41d19430,rep_26645e7c,10485.44,1209.88,1631.88,EXPIRED,2025-10-15 20:10:05.601026,2025-10-18 20:10:05.601026
quote_76ec3989,cust_41d19430,rep_03d99ec4,6239.8,820.26,431.74,CONVERTED,2025-09-23 23:10:05.601026,2025-10-13 23:10:05.601026
quote_f65cb121,cust_1ff88c64,rep_d5902688,1629.11,143.26,453.55,EXPIRED,2026-07-09 21:10:05.601026,2026-07-21 21:10:05.601026
quote_f82d5165,cust_5329889c,rep_03d99ec4,1000.14,112.71,289.91,CONVERTED,2025-10-29 14:10:05.601026,2025-11-28 14:10:05.601026
quote_1418f740,cust_8cdf7d4e,rep_71ed5975,515.1,62.38,141.52,REJECTED,2026-04-28 03:10:05.601026,2026-05-12 03:10:05.601026
quote_2ae84bb9,cust_b8d41557,rep_d5902688,11070.45,1417.69,3247.49,REJECTED,2025-12-03 05:10:05.601026,2025-12-23 05:10:05.601026
quote_7210be5b,cust_4c4e219c,rep_71ed5975,3021.12,351.36,615.06,CONVERTED,2025-11-12 10:10:05.601026,2025-11-22 10:10:05.601026
quote_84dd3946,cust_c4924c0b,rep_b548fdfc,1605.12,123.76,418.91,REJECTED,2026-08-15 10:10:05.601026,2026-09-01 10:10:05.601026
quote_4355b840,cust_5e885041,rep_76071164,2392.25,109.69,842.45,CONVERTED,2026-05-09 00:10:05.601026,2026-05-31 00:10:05.601026
quote_73b95710,cust_56f06fa7,rep_f976f2b3,506.65,54.61,176.34,CONVERTED,2025-12-16 14:10:05.601026,2026-01-07 14:10:05.601026
quote_9b3ec560,cust_8647b943,rep_76071164,1678.4,122.31,414.59,REJECTED,2026-03-23 13:10:05.601026,2026-04-15 13:10:05.601026
quote_6cb3440c,cust_c4924c0b,rep_b548fdfc,637.88,282.63,-79.31,CONVERTED,2026-06-14 07:10:05.601026,2026-07-09 07:10:05.601026
quote_a5f2f86f,cust_3e2b9a91,rep_4fd63151,970.45,178.09,89.11,CONVERTED,2026-05-26 09:10:05.601026,2026-06-13 09:10:05.601026
quote_85355a30,cust_faaa7a40,rep_b548fdfc,25297.0,1307.09,10268.21,CONVERTED,2026-07-07 07:10:05.601026,2026-07-17 07:10:05.601026
quote_8720abc9,cust_94257e9c,rep_4fd63151,3743.88,306.78,444.42,REJECTED,2026-04-05 23:10:05.601026,2026-04-13 23:10:05.601026
quote_950e2154,cust_f6330c6d,rep_d5902688,342.18,42.02,78.92,EXPIRED,2026-06-03 21:10:05.601026,2026-06-07 21:10:05.601026
quote_3e89408e,cust_b957ff58,rep_26645e7c,1773.57,267.94,108.92,EXPIRED,2025-09-26 03:10:05.601026,2025-10-13 03:10:05.601026
quote_ec398e8d,cust_4d188ce5,rep_76071164,8470.89,584.67,2910.75,EXPIRED,2025-10-17 09:10:05.601026,2025-11-04 09:10:05.601026
quote_6b860fef,cust_c0594b54,rep_03d99ec4,2349.76,246.94,504.72,CONVERTED,2025-10-28 12:10:05.601026,2025-11-18 12:10:05.601026
quote_922cee93,cust_6cd93739,rep_d5902688,5727.93,759.93,1725.89,CONVERTED,2025-12-30 14:10:05.601026,2026-01-20 14:10:05.601026
quote_0d4adff1,cust_12ae9a83,rep_71ed5975,22264.02,2125.65,7881.65,EXPIRED,2026-03-19 18:10:05.601026,2026-04-12 18:10:05.601026
quote_0795a1fd,cust_322bbdef,rep_b548fdfc,3877.5,350.78,814.21,CONVERTED,2025-09-10 23:10:05.601026,2025-10-04 23:10:05.601026
quote_29cfffdb,cust_35bcb900,rep_221b7f39,8598.17,996.46,2757.12,EXPIRED,2025-12-07 03:10:05.601026,2025-12-31 03:10:05.601026
quote_2fd5f6a2,cust_12ae9a83,rep_d5902688,5473.45,679.67,1769.16,REJECTED,2025-10-10 12:10:05.601026,2025-10-24 12:10:05.601026
quote_11bf73f7,cust_b5f9471e,rep_03d99ec4,3507.18,349.87,1386.41,CONVERTED,2026-01-24 17:10:05.601026,2026-02-22 17:10:05.601026
quote_a32ade7e,cust_f4e1755e,rep_76071164,7373.72,856.56,2242.58,CONVERTED,2025-12-14 14:10:05.601026,2026-01-04 14:10:05.601026
quote_3d3c0680,cust_6bebe3ea,rep_4fd63151,9412.1,873.67,3010.13,REJECTED,2026-03-11 18:10:05.601026,2026-04-04 18:10:05.601026
quote_77265f67,cust_7a79b0e8,rep_b548fdfc,720.57,123.32,182.84,CONVERTED,2026-05-20 06:10:05.601026,2026-06-13 06:10:05.601026
quote_a47ebd98,cust_9f854076,rep_b548fdfc,738.38,78.93,170.83,CONVERTED,2026-03-22 21:10:05.601026,2026-03-31 21:10:05.601026
quote_24133bc2,cust_efe291d0,rep_26645e7c,2435.76,268.31,940.25,REJECTED,2026-05-27 18:10:05.601026,2026-06-22 18:10:05.601026
quote_5601ca9f,cust_db6dac0a,rep_26645e7c,664.17,58.14,252.09,REJECTED,2025-10-14 22:10:05.601026,2025-10-20 22:10:05.601026
quote_bdf5db7c,cust_c530da41,rep_221b7f39,2213.9,233.47,800.63,CONVERTED,2026-05-10 03:10:05.601026,2026-05-16 03:10:05.601026
quote_fca93426,cust_3e2b9a91,rep_76071164,2529.7,271.81,885.72,CONVERTED,2026-04-01 01:10:05.601026,2026-04-25 01:10:05.601026
quote_4925f40f,cust_802f59e0,rep_4fd63151,607.98,94.18,182.96,CONVERTED,2026-07-22 03:10:05.601026,2026-08-21 03:10:05.601026
quote_3381d869,cust_faaa7a40,rep_d5902688,3634.32,447.42,621.65,EXPIRED,2025-10-24 11:10:05.601026,2025-11-22 11:10:05.601026
quote_b37d7e87,cust_88dc3738,rep_76071164,3699.22,485.06,866.99,CONVERTED,2026-04-12 13:10:05.601026,2026-04-24 13:10:05.601026
quote_08297f4a,cust_4604301d,rep_26645e7c,1928.6,163.35,490.05,EXPIRED,2025-09-08 04:10:05.601026,2025-09-25 04:10:05.601026
quote_fbac4097,cust_61ea4e53,rep_03d99ec4,5350.4,491.72,1317.18,EXPIRED,2026-03-09 09:10:05.601026,2026-03-18 09:10:05.601026
quote_79b78de9,cust_bc936013,rep_03d99ec4,3017.84,303.71,806.77,CONVERTED,2025-12-18 19:10:05.601026,2025-12-24 19:10:05.601026
quote_d6786bc9,cust_8647b943,rep_26645e7c,7669.46,827.23,2264.94,REJECTED,2026-04-22 04:10:05.601026,2026-04-24 04:10:05.601026
quote_e2a35b36,cust_8035f667,rep_71ed5975,637.88,90.31,113.01,REJECTED,2026-07-09 19:10:05.601026,2026-07-21 19:10:05.601026
quote_e4083582,cust_275958e1,rep_76071164,3223.46,383.42,1018.9,REJECTED,2026-01-30 04:10:05.601026,2026-02-16 04:10:05.601026
quote_34f82792,cust_0b27ce82,rep_f976f2b3,6588.47,954.55,1764.11,EXPIRED,2025-11-24 08:10:05.601026,2025-12-06 08:10:05.601026
quote_ebf8d370,cust_ceb41cd8,rep_e08a1589,1034.88,143.23,352.17,CONVERTED,2026-06-19 00:10:05.601026,2026-07-09 00:10:05.601026
quote_76c68978,cust_a1d12aca,rep_76071164,6553.4,434.07,1342.03,REJECTED,2026-01-14 23:10:05.601026,2026-02-06 23:10:05.601026
quote_e6202338,cust_5199088a,rep_71ed5975,21612.4,3356.22,6063.52,REJECTED,2026-08-19 20:10:05.601026,2026-09-09 20:10:05.601026
quote_290a4076,cust_5e885041,rep_76071164,637.88,67.94,135.38,CONVERTED,2026-06-06 06:10:05.601026,2026-06-16 06:10:05.601026
quote_f76d8af5,cust_8647b943,rep_26645e7c,2295.16,265.06,421.24,REJECTED,2026-05-19 05:10:05.601026,2026-06-15 05:10:05.601026
quote_437f19b0,cust_4e5d5042,rep_76071164,3463.2,486.1,1120.06,REJECTED,2025-09-26 21:10:05.601026,2025-10-25 21:10:05.601026
quote_92f90581,cust_709f2029,rep_d5902688,1552.72,109.17,318.35,EXPIRED,2025-11-09 07:10:05.601026,2025-11-27 07:10:05.601026
quote_897b9d20,cust_fa1faded,rep_71ed5975,432.9,41.66,159.11,EXPIRED,2025-11-06 04:10:05.601026,2025-11-07 04:10:05.601026
quote_e308de5b,cust_ceb41cd8,rep_e08a1589,2223.04,333.53,506.79,CONVERTED,2026-01-04 14:10:05.601026,2026-01-17 14:10:05.601026
quote_cf463198,cust_efe291d0,rep_26645e7c,578.58,84.41,111.61,CONVERTED,2025-11-19 05:10:05.601026,2025-12-03 05:10:05.601026
quote_79475215,cust_7a79b0e8,rep_221b7f39,1275.76,152.63,254.01,CONVERTED,2025-11-27 07:10:05.601026,2025-12-24 07:10:05.601026
quote_bfceb0a8,cust_843ab967,rep_d5902688,4706.05,378.15,1563.75,EXPIRED,2026-08-04 02:10:05.601026,2026-08-16 02:10:05.601026
quote_11a845c7,cust_f9e341c0,rep_03d99ec4,3434.89,210.29,732.03,REJECTED,2026-07-16 15:10:05.601026,2026-08-13 15:10:05.601026
quote_a7cae4dc,cust_1226e2b4,rep_d5902688,4248.42,445.73,1460.95,CONVERTED,2026-08-01 18:10:05.601026,2026-08-07 18:10:05.601026
quote_487ecbe9,cust_715a01aa,rep_221b7f39,6588.47,804.97,1913.69,CONVERTED,2026-05-05 23:10:05.601026,2026-05-22 23:10:05.601026
quote_8d23420f,cust_3f9d4565,rep_4fd63151,7381.49,540.84,2179.28,REJECTED,2025-11-11 22:10:05.601026,2025-11-26 22:10:05.601026
quote_68444243,cust_405b3327,rep_4fd63151,6844.57,1018.26,925.56,CONVERTED,2026-07-05 01:10:05.601026,2026-07-13 01:10:05.601026
quote_86f48b4e,cust_1ff5ebdc,rep_e08a1589,7235.44,2857.58,640.9,REJECTED,2026-05-03 23:10:05.601026,2026-05-28 23:10:05.601026
quote_9ae92b75,cust_ce1f66a4,rep_03d99ec4,3745.28,531.58,734.65,CONVERTED,2026-01-10 11:10:05.601026,2026-02-06 11:10:05.601026
quote_adb55f25,cust_42587fc7,rep_26645e7c,3296.16,385.01,996.59,EXPIRED,2025-10-10 11:10:05.601026,2025-10-30 11:10:05.601026
quote_8720da68,cust_79ddb8e2,rep_4fd63151,7382.63,2981.38,173.48,REJECTED,2025-09-30 23:10:05.601026,2025-10-15 23:10:05.601026
quote_bd20df7a,cust_405b3327,rep_71ed5975,1116.29,144.75,211.06,REJECTED,2025-12-06 12:10:05.601026,2026-01-02 12:10:05.601026
quote_6d9aa000,cust_69492daf,rep_f976f2b3,14288.07,1494.69,4636.02,CONVERTED,2025-12-15 20:10:05.601026,2025-12-21 20:10:05.601026
quote_5b9af37d,cust_a1d12aca,rep_26645e7c,506.65,89.73,141.22,CONVERTED,2026-07-26 19:10:05.601026,2026-08-14 19:10:05.601026
quote_e53627a1,cust_560682aa,rep_71ed5975,342.18,22.85,98.09,EXPIRED,2025-10-22 03:10:05.601026,2025-10-24 03:10:05.601026
quote_c0dcd61c,cust_a2b0c037,rep_26645e7c,2053.08,352.43,373.21,CONVERTED,2026-02-14 23:10:05.601026,2026-03-12 23:10:05.601026
quote_f2c89f8e,cust_1ff88c64,rep_e08a1589,3932.04,79.5,986.16,REJECTED,2026-06-10 04:10:05.601026,2026-06-28 04:10:05.601026
quote_b8bd5cf0,cust_1ba4a61c,rep_4fd63151,3050.82,288.83,513.61,CONVERTED,2026-04-23 15:10:05.601026,2026-05-08 15:10:05.601026
quote_d1c20e39,cust_4d188ce5,rep_221b7f39,4500.63,477.57,1334.22,EXPIRED,2026-08-08 23:10:05.601026,2026-08-30 23:10:05.601026
quote_9e2c542a,cust_42587fc7,rep_b548fdfc,234.88,34.18,27.85,CONVERTED,2025-10-31 09:10:05.601026,2025-11-27 09:10:05.601026
quote_94501868,cust_56f06fa7,rep_b548fdfc,771.44,89.36,172.0,REJECTED,2025-12-28 01:10:05.601026,2026-01-18 01:10:05.601026
quote_9db0c4ba,cust_b0bce66f,rep_76071164,9081.93,814.5,3280.74,REJECTED,2026-04-05 17:10:05.601026,2026-04-22 17:10:05.601026
quote_e93fc500,cust_35bcb900,rep_76071164,4525.65,347.66,666.28,CONVERTED,2026-08-07 13:10:05.601026,2026-08-31 13:10:05.601026
quote_a6a1388d,cust_db6dac0a,rep_4fd63151,1025.25,80.86,327.2,REJECTED,2026-06-13 18:10:05.601026,2026-07-01 18:10:05.601026
quote_1acd144d,cust_16c62d60,rep_03d99ec4,4329.0,338.31,1669.39,CONVERTED,2026-07-26 19:10:05.601026,2026-08-03 19:10:05.601026
quote_4f56533f,cust_4e5d5042,rep_f976f2b3,265.4,93.15,-16.45,CONVERTED,2026-01-29 01:10:05.601026,2026-02-06 01:10:05.601026
quote_a8d6f54d,cust_f4e1755e,rep_e08a1589,797.35,67.19,186.96,REJECTED,2026-03-12 00:10:05.601026,2026-03-15 00:10:05.601026
quote_ff793d0c,cust_4d188ce5,rep_71ed5975,3356.8,384.96,688.84,CONVERTED,2025-12-02 21:10:05.601026,2025-12-29 21:10:05.601026
quote_042f3b92,cust_5b9af17f,rep_26645e7c,19577.06,1809.02,6681.45,REJECTED,2026-08-06 01:10:05.601026,2026-08-17 01:10:05.601026
quote_057c6cc8,cust_faaa7a40,rep_f976f2b3,7862.63,839.64,2540.76,CONVERTED,2026-08-16 05:10:05.601026,2026-08-19 05:10:05.601026
quote_028a4769,cust_6449b0f4,rep_4fd63151,8536.82,924.87,1448.18,REJECTED,2026-05-09 23:10:05.601026,2026-05-20 23:10:05.601026
quote_a5f48273,cust_b0bce66f,rep_b548fdfc,535.04,33.58,147.31,CONVERTED,2025-12-11 16:10:05.601026,2026-01-05 16:10:05.601026
quote_6a278e9e,cust_f6647730,rep_b548fdfc,412.02,43.47,129.23,CONVERTED,2025-11-24 05:10:05.601026,2025-12-02 05:10:05.601026
quote_65bf2e1f,cust_d1ed441a,rep_76071164,1710.9,209.91,394.79,REJECTED,2025-12-22 12:10:05.601026,2026-01-09 12:10:05.601026
quote_59cb7f5d,cust_79ddb8e2,rep_03d99ec4,478.41,41.91,110.58,CONVERTED,2026-07-01 03:10:05.601026,2026-07-03 03:10:05.601026
quote_f72a2c26,cust_c3571491,rep_f976f2b3,1259.37,63.97,235.36,EXPIRED,2026-02-02 02:10:05.601026,2026-02-22 02:10:05.601026
quote_1fb3fd54,cust_1ff88c64,rep_f976f2b3,3965.03,347.72,966.4,EXPIRED,2025-09-25 13:10:05.601026,2025-10-05 13:10:05.601026
quote_5d5bff4e,cust_8c59fa3f,rep_76071164,3847.86,418.7,1000.32,CONVERTED,2026-01-26 13:10:05.601026,2026-02-16 13:10:05.601026
quote_bcf04f4a,cust_d1ed441a,rep_4fd63151,1500.21,210.6,393.33,CONVERTED,2026-06-29 23:10:05.601026,2026-07-09 23:10:05.601026
quote_4998f91c,cust_1ff88c64,rep_76071164,542.11,89.26,28.46,CONVERTED,2025-11-04 11:10:05.601026,2025-11-18 11:10:05.601026
quote_bd8b0b93,cust_cf13c2af,rep_d5902688,452.14,54.33,92.96,CONVERTED,2026-07-15 13:10:05.601026,2026-07-27 13:10:05.601026
quote_8036bbf3,cust_e7123a90,rep_4fd63151,445.79,27.35,89.04,CONVERTED,2025-11-27 12:10:05.601026,2025-12-27 12:10:05.601026
quote_a4e41506,cust_b2c27d93,rep_26645e7c,1799.28,185.37,396.68,CONVERTED,2026-04-11 18:10:05.601026,2026-05-05 18:10:05.601026
quote_a67ee880,cust_69492daf,rep_76071164,6086.5,349.21,1828.51,EXPIRED,2026-06-07 18:10:05.601026,2026-07-02 18:10:05.601026
quote_5b67eabe,cust_56f06fa7,rep_76071164,1534.22,184.82,475.84,REJECTED,2025-11-16 20:10:05.601026,2025-11-27 20:10:05.601026
quote_32accfe3,cust_f6647730,rep_71ed5975,1605.12,255.99,286.68,REJECTED,2025-10-21 14:10:05.601026,2025-11-13 14:10:05.601026
quote_4cd07bd2,cust_b0bce66f,rep_221b7f39,1745.95,91.27,680.9,CONVERTED,2026-06-01 04:10:05.601026,2026-07-01 04:10:05.601026
quote_9e684ef8,cust_12ae9a83,rep_4fd63151,1928.6,194.37,459.03,REJECTED,2025-11-04 10:10:05.601026,2025-11-29 10:10:05.601026
quote_fe52bbf0,cust_4e5d5042,rep_d5902688,2734.0,288.72,799.44,CONVERTED,2026-05-15 13:10:05.601026,2026-05-30 13:10:05.601026
quote_02e7e6e3,cust_3e2b9a91,rep_4fd63151,2397.65,156.59,588.5,CONVERTED,2025-10-04 02:10:05.601026,2025-10-10 02:10:05.601026
quote_cbc81ad8,cust_8bb8f56a,rep_e08a1589,1644.16,203.03,231.18,CONVERTED,2026-02-17 17:10:05.601026,2026-03-16 17:10:05.601026
quote_ac16cb6a,cust_c3571491,rep_d5902688,5284.6,858.43,1073.07,EXPIRED,2026-07-24 22:10:05.601026,2026-08-23 22:10:05.601026
quote_fb181841,cust_82e21b4c,rep_76071164,530.8,74.77,78.63,REJECTED,2026-06-27 01:10:05.601026,2026-07-16 01:10:05.601026
quote_7d0eb8da,cust_275958e1,rep_26645e7c,20907.76,9874.46,-640.81,CONVERTED,2026-01-31 12:10:05.601026,2026-02-14 12:10:05.601026
quote_456a0147,cust_322bbdef,rep_76071164,2472.12,204.52,831.68,REJECTED,2026-06-13 16:10:05.601026,2026-06-24 16:10:05.601026
quote_9581bbc4,cust_fa1faded,rep_26645e7c,4227.68,438.24,1106.96,REJECTED,2026-02-21 16:10:05.601026,2026-03-19 16:10:05.601026
quote_e623d34e,cust_42587fc7,rep_f976f2b3,3768.52,673.77,203.91,CONVERTED,2026-05-29 15:10:05.601026,2026-06-28 15:10:05.601026
quote_e3a90756,cust_f6330c6d,rep_e08a1589,891.58,93.97,138.81,REJECTED,2026-02-14 04:10:05.601026,2026-03-02 04:10:05.601026
quote_583cbb56,cust_16c62d60,rep_f976f2b3,19263.6,1732.85,7066.59,REJECTED,2025-12-17 08:10:05.601026,2025-12-22 08:10:05.601026
quote_dd77d6bf,cust_8035f667,rep_221b7f39,221.39,11.79,91.62,EXPIRED,2026-05-28 03:10:05.601026,2026-06-12 03:10:05.601026
quote_1cb3a643,cust_7f9dd2bf,rep_f976f2b3,3381.55,319.17,782.58,CONVERTED,2025-10-27 22:10:05.601026,2025-11-07 22:10:05.601026
quote_52c05984,cust_405b3327,rep_b548fdfc,502.75,51.73,66.22,CONVERTED,2026-06-13 16:10:05.601026,2026-07-02 16:10:05.601026
quote_e6e3b98d,cust_c3571491,rep_03d99ec4,5028.5,491.62,634.98,CONVERTED,2025-10-02 08:10:05.601026,2025-10-31 08:10:05.601026
quote_e2578714,cust_f6330c6d,rep_71ed5975,2685.44,318.55,540.49,REJECTED,2026-06-22 10:10:05.601026,2026-06-26 10:10:05.601026
quote_bfcb422a,cust_8035f667,rep_d5902688,2014.08,224.38,419.9,EXPIRED,2026-01-15 17:10:05.601026,2026-02-10 17:10:05.601026
quote_4e616e4c,cust_7c8d0f0a,rep_71ed5975,2570.4,304.12,527.38,REJECTED,2025-12-01 15:10:05.601026,2025-12-06 15:10:05.601026
quote_e0ec5644,cust_6cd93739,rep_e08a1589,1783.16,276.42,189.14,CONVERTED,2026-06-04 20:10:05.601026,2026-06-24 20:10:05.601026
quote_561e2c23,cust_405b3327,rep_26645e7c,5560.78,903.68,774.42,EXPIRED,2025-12-03 03:10:05.601026,2025-12-07 03:10:05.601026
quote_7d0410cf,cust_e5e2a4d0,rep_221b7f39,1071.8,141.23,132.03,CONVERTED,2026-08-22 01:10:05.601026,2026-09-20 01:10:05.601026
quote_40b70b2a,cust_d1ed441a,rep_b548fdfc,2819.0,351.12,271.38,CONVERTED,2026-02-06 00:10:05.601026,2026-03-08 00:10:05.601026
quote_90cac2bd,cust_ceb41cd8,rep_f976f2b3,608.94,81.61,220.53,REJECTED,2025-09-06 04:10:05.601026,2025-10-04 04:10:05.601026
quote_ba70dddc,cust_7a79b0e8,rep_b548fdfc,2033.88,332.33,202.63,EXPIRED,2026-03-19 18:10:05.601026,2026-04-10 18:10:05.601026
quote_72b3b49d,cust_b0bce66f,rep_03d99ec4,1025.25,95.97,312.09,EXPIRED,2025-11-22 15:10:05.601026,2025-11-27 15:10:05.601026
quote_fbf60806,cust_f9e341c0,rep_4fd63151,3356.8,449.38,624.42,EXPIRED,2026-07-30 19:10:05.601026,2026-08-29 19:10:05.601026
quote_0ebaf486,cust_969bf7c5,rep_03d99ec4,257.04,25.08,58.07,CONVERTED,2026-03-05 13:10:05.601026,2026-03-24 13:10:05.601026
quote_6f45df54,cust_83055eb2,rep_71ed5975,671.36,38.83,175.93,CONVERTED,2026-03-12 09:10:05.601026,2026-03-17 09:10:05.601026
quote_8eb21c01,cust_c4924c0b,rep_76071164,2153.07,247.67,721.45,CONVERTED,2026-06-28 15:10:05.601026,2026-07-23 15:10:05.601026
quote_e5b4bc0a,cust_db6dac0a,rep_f976f2b3,6553.4,450.39,1325.71,REJECTED,2026-07-08 05:10:05.601026,2026-07-10 05:10:05.601026
quote_ce18517b,cust_4c4e219c,rep_d5902688,477.72,66.09,71.97,CONVERTED,2025-09-18 15:10:05.601026,2025-09-21 15:10:05.601026
quote_3fdf7623,cust_215bbb49,rep_4fd63151,2514.25,357.97,205.33,REJECTED,2026-08-08 20:10:05.601026,2026-09-03 20:10:05.601026
quote_921f038a,cust_1cb64aaa,rep_b548fdfc,4712.0,212.34,837.67,EXPIRED,2025-10-18 10:10:05.601026,2025-11-11 10:10:05.601026
quote_af2be882,cust_56f06fa7,rep_e08a1589,5541.62,391.37,934.73,EXPIRED,2025-11-03 07:10:05.601026,2025-11-08 07:10:05.601026
quote_0d9a2258,cust_61ea4e53,rep_76071164,3050.82,309.39,493.05,EXPIRED,2026-08-20 07:10:05.601026,2026-09-17 07:10:05.601026
quote_33e3c770,cust_715a01aa,rep_e08a1589,3764.84,627.58,925.94,CONVERTED,2026-08-07 00:10:05.601026,2026-08-31 00:10:05.601026
quote_c1203253,cust_5fb65258,rep_f976f2b3,5292.65,481.31,850.02,EXPIRED,2026-04-03 09:10:05.601026,2026-04-05 09:10:05.601026
quote_400f6b0a,cust_5b9af17f,rep_221b7f39,3421.8,169.53,1039.87,REJECTED,2026-07-11 10:10:05.601026,2026-08-06 10:10:05.601026
quote_a0a756b5,cust_b2c27d93,rep_e08a1589,5647.26,266.79,2063.49,CONVERTED,2026-04-12 04:10:05.601026,2026-04-21 04:10:05.601026
quote_9a4d7152,cust_fa1faded,rep_71ed5975,5000.7,455.01,1558.09,CONVERTED,2025-10-10 21:10:05.601026,2025-10-23 21:10:05.601026
quote_44cdd529,cust_6cd93739,rep_221b7f39,826.15,86.75,256.13,CONVERTED,2026-06-25 05:10:05.601026,2026-07-17 05:10:05.601026
quote_30e7d30b,cust_ce1f66a4,rep_03d99ec4,2534.43,271.2,288.48,REJECTED,2025-10-10 23:10:05.601026,2025-10-31 23:10:05.601026
quote_73bb6921,cust_f9e341c0,rep_71ed5975,377.23,48.86,89.95,EXPIRED,2026-02-01 02:10:05.601026,2026-02-14 02:10:05.601026
quote_d8694d10,cust_b8d41557,rep_b548fdfc,3332.35,449.67,1022.76,CONVERTED,2026-05-12 08:10:05.601026,2026-05-28 08:10:05.601026
quote_528a9925,cust_898c54d5,rep_f976f2b3,4815.36,530.09,1097.92,EXPIRED,2026-03-31 09:10:05.601026,2026-04-15 09:10:05.601026
quote_526a379b,cust_6cd93739,rep_f976f2b3,5284.6,872.03,1059.47,CONVERTED,2025-11-16 21:10:05.601026,2025-11-18 21:10:05.601026
