quote_item_id,quotation_id,product_id,quantity,original_price,discount_percentage,discount_amount,final_price,cost_price,margin_amount
qi_70b401c8,quote_27296229,prod_53e1d316,9,258.72,9.68,225.37,2103.11,134.87,889.28
qi_5b8a26aa,quote_cc1a86cc,prod_770c0c43,7,304.47,6.89,146.94,1984.35,153.4,910.55
qi_821bf023,quote_57ffcfd4,prod_fe300255,8,544.27,15.89,692.06,3662.1,378.97,630.34
qi_904724a0,quote_57ffcfd4,prod_be2be7f1,1,126.81,10.11,12.82,113.99,96.34,17.65
qi_344928bc,quote_02faf559,prod_035d78fc,4,708.07,16.54,468.57,2363.71,390.29,802.55
qi_5ddad9f1,quote_02faf559,prod_2a053ba0,1,118.08,18.61,21.98,96.1,92.98,3.12
qi_9e4a3101,quote_13f16806,prod_4e0ad55a,1,394.43,9.66,38.11,356.32,300.07,56.25
qi_93ff65c5,quote_13f16806,prod_6bb9d589,1,257.04,9.34,24.0,233.04,173.89,59.15
qi_1a40e829,quote_1423d452,prod_bfb5489d,2,159.47,7.79,24.85,294.09,108.64,76.81
qi_e43351e3,quote_1bb16903,prod_7a535b91,1,941.21,16.74,157.54,783.67,552.83,230.84
qi_a121323e,quote_37fb2ef5,prod_4e0ad55a,5,394.43,17.12,337.68,1634.47,300.07,134.12
qi_613be3e7,quote_37fb2ef5,prod_5aea0ff9,4,535.04,9.07,194.07,1946.09,354.15,529.49
qi_3500ae28,quote_37fb2ef5,prod_09b423f4,1,194.09,8.12,15.76,178.33,140.65,37.68
qi_dbeefe63,quote_258c2a99,prod_bfb5489d,5,159.47,8.42,67.17,730.18,108.64,186.98
qi_c682a007,quote_5117ee1c,prod_e1bddf73,7,561.12,12.55,493.11,3434.73,422.73,475.62
qi_2d14fa3e,quote_39ecf42b,prod_f24c5a18,9,341.75,7.04,216.42,2859.33,205.73,1007.76
qi_1d6fec40,quote_bd35c640,prod_971152aa,6,452.14,7.08,192.16,2520.68,304.85,691.58
qi_18dd79b6,quote_88bedb8f,prod_3bcbd935,8,412.02,10.24,337.48,2958.68,239.32,1044.12
qi_02caf721,quote_0bc8e5c9,prod_be2be7f1,9,126.81,7.57,86.38,1054.91,96.34,187.85
qi_a8f47be0,quote_0bc8e5c9,prod_aa9c466e,2,192.86,7.29,28.11,357.61,127.52,102.57
qi_47999bf3,quote_0bc8e5c9,prod_2a053ba0,1,118.08,9.44,11.15,106.93,92.98,13.95
qi_64ab652a,quote_2c4cbd4f,prod_b2f3a8f7,8,101.33,9.86,79.9,730.74,55.14,289.62
qi_a22f2120,quote_e2cc6912,prod_aa9c466e,6,192.86,7.68,88.87,1068.29,127.52,303.17
qi_afeb6356,quote_690652ab,prod_71507ccd,3,557.35,8.95,149.61,1522.44,361.29,438.57
qi_21dd1db1,quote_690652ab,prod_1a600b85,5,467.29,15.06,351.9,1984.55,370.35,132.8
qi_fd5f195b,quote_690652ab,prod_2a053ba0,1,118.08,12.64,14.93,103.15,92.98,10.17
qi_dc5d2ab9,quote_fbb99867,prod_7afc80e5,3,500.07,12.38,185.7,1314.51,298.76,418.23
qi_542ad35b,quote_a100bba1,prod_ff879477,10,508.47,12.99,660.51,4424.19,374.73,676.89
qi_9cbfde34,quote_9c63a5b2,prod_de12acd0,1,335.68,11.68,39.2,296.48,228.3,68.18
qi_8f130a63,quote_39ea889c,prod_7a535b91,5,941.21,14.75,693.96,4012.09,552.83,1247.94
qi_156e6e1d,quote_c06728d8,prod_cb6fc0eb,9,623.98,14.19,796.73,4819.09,498.78,330.07
qi_e4b6b273,quote_827e76c3,prod_67da2a8c,1,502.85,6.07,30.53,472.32,390.19,82.13
qi_363adbc3,quote_374662c8,prod_582de9a4,2,584.53,10.08,117.88,1051.18,295.15,460.88
qi_ac376dcb,quote_f05e21d7,prod_54709729,3,876.27,10.38,272.93,2355.88,477.91,922.15
qi_d9cdb6b0,quote_f05e21d7,prod_5aea0ff9,4,535.04,8.05,172.24,1967.92,354.15,551.32
qi_526216a3,quote_3e751b17,prod_704502ed,9,563.8,49.67,2520.28,2553.92,439.3,-1399.78
qi_2847b542,quote_4d361f88,prod_b2f3a8f7,9,101.33,47.73,435.31,476.66,55.14,-19.6
qi_569a89bb,quote_8874e647,prod_8713c712,8,1310.68,11.54,1209.88,9275.56,955.46,1631.88
qi_13aeb6d0,quote_76ec3989,prod_cb6fc0eb,10,623.98,13.15,820.26,5419.54,498.78,431.74
qi_e47415e4,quote_f65cb121,prod_4f0226fb,8,126.37,7.51,75.89,935.07,80.07,294.51
qi_bfa31d23,quote_f65cb121,prod_7afc80e5,1,500.07,11.17,55.86,444.21,298.76,145.45
qi_77b9391c,quote_f65cb121,prod_2a053ba0,1,118.08,9.75,11.51,106.57,92.98,13.59
qi_fc3b50ee,quote_f82d5165,prod_7afc80e5,2,500.07,11.27,112.71,887.43,298.76,289.91
qi_b5db7ce1,quote_1418f740,prod_b9a67276,3,132.34,12.27,48.7,348.32,72.74,130.1
qi_826234b9,quote_1418f740,prod_2a053ba0,1,118.08,11.58,13.68,104.4,92.98,11.42
qi_de4d17a2,quote_2ae84bb9,prod_308881b9,7,1352.19,13.62,1289.42,8175.91,763.26,2833.09
qi_86afc117,quote_2ae84bb9,prod_5aea0ff9,3,535.04,7.99,128.28,1476.84,354.15,414.39
qi_69d46432,quote_7210be5b,prod_de12acd0,9,335.68,11.63,351.36,2669.76,228.3,615.06
qi_a0e8af8e,quote_84dd3946,prod_5aea0ff9,3,535.04,7.71,123.76,1481.36,354.15,418.91
qi_cb9f5fd7,quote_4355b840,prod_f24c5a18,7,341.75,4.59,109.69,2282.56,205.73,842.45
qi_f950acd8,quote_73b95710,prod_b2f3a8f7,5,101.33,10.78,54.61,452.04,55.14,176.34
qi_3e91e7ce,quote_9b3ec560,prod_de12acd0,5,335.68,7.29,122.31,1556.09,228.3,414.59
qi_d187c9c1,quote_6cb3440c,prod_bfb5489d,4,159.47,44.31,282.63,355.25,108.64,-79.31
qi_6baca246,quote_a5f2f86f,prod_09b423f4,5,194.09,18.35,178.09,792.36,140.65,89.11
qi_2ace241f,quote_85355a30,prod_ad64d881,10,2529.7,5.17,1307.09,23989.91,1372.17,10268.21
qi_03d6d865,quote_8720abc9,prod_cb6fc0eb,6,623.98,8.19,306.78,3437.1,498.78,444.42
qi_02c75be5,quote_950e2154,prod_951860a3,1,342.18,12.28,42.02,300.16,221.24,78.92
qi_ff2cc13a,quote_3e89408e,prod_be2be7f1,2,126.81,7.83,19.86,233.76,96.34,41.08
qi_ffabb851,quote_3e89408e,prod_1a600b85,3,467.29,17.3,242.55,1159.32,370.35,48.27
qi_f2d6c38a,quote_3e89408e,prod_2a053ba0,1,118.08,4.69,5.54,112.54,92.98,19.56
qi_755f2969,quote_ec398e8d,prod_7a535b91,9,941.21,6.9,584.67,7886.22,552.83,2910.75
qi_1b956608,quote_6b860fef,prod_de12acd0,7,335.68,10.51,246.94,2102.82,228.3,504.72
qi_7748c712,quote_922cee93,prod_035d78fc,7,708.07,13.27,657.64,4298.85,390.29,1566.82
qi_67c8b688,quote_922cee93,prod_aa9c466e,4,192.86,13.26,102.29,669.15,127.52,159.07
qi_2b5c04d1,quote_0d4adff1,prod_b3825ee4,8,2407.95,9.53,1836.39,17427.21,1308.02,6963.05
qi_be7c4eda,quote_0d4adff1,prod_7afc80e5,6,500.07,9.64,289.25,2711.17,298.76,918.61
qi_83ebaffe,quote_0795a1fd,prod_566c0f49,2,542.11,10.34,112.12,972.1,424.39,123.32
qi_100220c8,quote_0795a1fd,prod_5aea0ff9,5,535.04,8.54,228.39,2446.81,354.15,676.06
qi_648ffbb3,quote_0795a1fd,prod_2a053ba0,1,118.08,8.7,10.28,107.8,92.98,14.82
qi_a7d59bfc,quote_29cfffdb,prod_54709729,9,876.27,11.63,917.23,6969.2,477.91,2668.01
qi_09bf5d46,quote_29cfffdb,prod_1a600b85,1,467.29,13.1,61.24,406.05,370.35,35.7
qi_dcffada6,quote_29cfffdb,prod_2a053ba0,1,118.08,3.38,3.99,114.09,92.98,21.11
qi_f843d04f,quote_29cfffdb,prod_4f0226fb,1,126.37,11.08,14.0,112.37,80.07,32.3
qi_bf240a46,quote_2fd5f6a2,prod_035d78fc,6,708.07,13.6,577.94,3670.48,390.29,1328.74
qi_4ce5ded7,quote_2fd5f6a2,prod_039421d7,5,221.39,8.78,97.14,1009.81,117.98,419.91
qi_39dc78b7,quote_2fd5f6a2,prod_2a053ba0,1,118.08,3.89,4.59,113.49,92.98,20.51
qi_196afda6,quote_11bf73f7,prod_582de9a4,6,584.53,9.98,349.87,3157.31,295.15,1386.41
qi_7eecd25b,quote_a32ade7e,prod_ad64d881,2,2529.7,10.06,508.74,4550.66,1372.17,1806.32
qi_e66d3d78,quote_a32ade7e,prod_aa9c466e,12,192.86,15.03,347.83,1966.49,127.52,436.25
qi_a0d00acc,quote_3d3c0680,prod_7a535b91,10,941.21,9.28,873.67,8538.43,552.83,3010.13
qi_0eb51c26,quote_77265f67,prod_5d2d5599,3,99.34,17.47,52.06,245.96,56.01,77.93
qi_1b314287,quote_77265f67,prod_2a053ba0,1,118.08,15.71,18.55,99.53,92.98,6.55
qi_62781e57,quote_77265f67,prod_770c0c43,1,304.47,17.31,52.71,251.76,153.4,98.36
qi_26c44130,quote_a47ebd98,prod_587805bf,1,620.3,10.5,65.1,555.2,395.64,159.56
qi_e9cc55c3,quote_a47ebd98,prod_2a053ba0,1,118.08,11.71,13.82,104.26,92.98,11.28
qi_2fd84fff,quote_24133bc2,prod_770c0c43,8,304.47,11.02,268.31,2167.45,153.4,940.25
qi_392294cb,quote_5601ca9f,prod_039421d7,3,221.39,8.75,58.14,606.03,117.98,252.09
qi_d6cdee8b,quote_bdf5db7c,prod_039421d7,10,221.39,10.55,233.47,1980.43,117.98,800.63
qi_4f4d0d67,quote_fca93426,prod_ad64d881,1,2529.7,10.74,271.81,2257.89,1372.17,885.72
qi_c2849d1c,quote_4925f40f,prod_b2f3a8f7,6,101.33,15.49,94.18,513.8,55.14,182.96
qi_a65f05d2,quote_3381d869,prod_5d2d5599,10,99.34,7.43,73.83,919.57,56.01,359.47
qi_f027f5ef,quote_3381d869,prod_1a600b85,5,467.29,14.53,339.47,1996.98,370.35,145.23
qi_3061641a,quote_3381d869,prod_770c0c43,1,304.47,11.21,34.12,270.35,153.4,116.95
qi_1bf310ff,quote_b37d7e87,prod_24ab3fd0,7,528.46,13.11,485.06,3214.16,335.31,866.99
qi_04fe1dfa,quote_08297f4a,prod_aa9c466e,10,192.86,8.47,163.35,1765.25,127.52,490.05
qi_6db59ffc,quote_fbac4097,prod_5aea0ff9,10,535.04,9.19,491.72,4858.68,354.15,1317.18
qi_01b0c807,quote_79b78de9,prod_761255b4,8,377.23,10.06,303.71,2714.13,238.42,806.77
qi_42bcf664,quote_d6786bc9,prod_308881b9,4,1352.19,12.27,663.71,4745.05,763.26,1692.01
qi_2cdbbffc,quote_d6786bc9,prod_971152aa,5,452.14,7.23,163.53,2097.17,304.85,572.92
qi_ca45f5e4,quote_e2a35b36,prod_bfb5489d,4,159.47,14.16,90.31,547.57,108.64,113.01
qi_82778e4d,quote_e4083582,prod_54709729,3,876.27,13.03,342.42,2286.39,477.91,852.66
qi_ee599262,quote_e4083582,prod_761255b4,1,377.23,7.68,28.97,348.26,238.42,109.84
qi_a489b27b,quote_e4083582,prod_2a053ba0,1,118.08,6.27,7.4,110.68,92.98,17.7
qi_a5cb310b,quote_e4083582,prod_5d2d5599,1,99.34,4.66,4.63,94.71,56.01,38.7
qi_7b10b1aa,quote_34f82792,prod_7a535b91,7,941.21,14.49,954.55,5633.92,552.83,1764.11
qi_df42a592,quote_ebf8d370,prod_53e1d316,4,258.72,13.84,143.23,891.65,134.87,352.17
qi_fa6de987,quote_76c68978,prod_8713c712,5,1310.68,6.62,434.07,6119.33,955.46,1342.03
qi_11784e54,quote_e6202338,prod_b3825ee4,8,2407.95,15.33,2952.76,16310.84,1308.02,5846.68
qi_a093dd47,quote_e6202338,prod_b572f27a,10,234.88,17.18,403.46,1945.34,172.85,216.84
qi_f5efe9d2,quote_290a4076,prod_bfb5489d,4,159.47,10.65,67.94,569.94,108.64,135.38
qi_47d7d3ec,quote_f76d8af5,prod_fe300255,4,544.27,11.33,246.58,1930.5,378.97,414.62
qi_8a0d1a2b,quote_f76d8af5,prod_2a053ba0,1,118.08,15.65,18.47,99.61,92.98,6.63
qi_c464ed2b,quote_437f19b0,prod_c5ca2c8c,8,432.9,14.04,486.1,2977.1,232.13,1120.06
qi_1dd3ab91,quote_92f90581,prod_09b423f4,8,194.09,7.03,109.17,1443.55,140.65,318.35
qi_aacff093,quote_897b9d20,prod_c5ca2c8c,1,432.9,9.62,41.66,391.24,232.13,159.11
qi_f5f8d9f0,quote_e308de5b,prod_5d2d5599,6,99.34,13.17,78.48,517.56,56.01,181.5
qi_9c347d54,quote_e308de5b,prod_761255b4,4,377.23,16.28,245.69,1263.23,238.42,309.55
qi_d92357e7,quote_e308de5b,prod_2a053ba0,1,118.08,7.92,9.36,108.72,92.98,15.74
qi_2054f618,quote_cf463198,prod_aa9c466e,3,192.86,14.59,84.41,494.17,127.52,111.61
qi_64e864e5,quote_79475215,prod_bfb5489d,8,159.47,11.96,152.63,1123.13,108.64,254.01
qi_2726b205,quote_bfceb0a8,prod_7a535b91,5,941.21,8.04,378.15,4327.9,552.83,1563.75
qi_119929e2,quote_11a845c7,prod_566c0f49,3,542.11,6.13,99.7,1526.63,424.39,253.46
qi_ee43bdc5,quote_11a845c7,prod_971152aa,4,452.14,6.11,110.59,1697.97,304.85,478.57
qi_95c0010f,quote_a7cae4dc,prod_035d78fc,6,708.07,10.49,445.73,3802.69,390.29,1460.95
qi_0b6dbda8,quote_487ecbe9,prod_7a535b91,7,941.21,12.22,804.97,5783.5,552.83,1913.69
qi_138b1b61,quote_8d23420f,prod_b3825ee4,1,2407.95,9.98,240.31,2167.64,1308.02,859.62
qi_2c152895,quote_8d23420f,prod_971152aa,11,452.14,6.04,300.53,4673.01,304.85,1319.66
qi_87664218,quote_68444243,prod_fe300255,10,544.27,14.31,778.7,4664.0,378.97,874.3
qi_31b2d62e,quote_68444243,prod_1a600b85,3,467.29,17.09,239.56,1162.31,370.35,51.26
qi_ff6e8864,quote_86f48b4e,prod_f009ca00,8,904.43,39.49,2857.58,4377.86,467.12,640.9
qi_a95cc96f,quote_9ae92b75,prod_5aea0ff9,7,535.04,14.19,531.58,3213.7,354.15,734.65
qi_2ababc6f,quote_adb55f25,prod_3bcbd935,8,412.02,11.68,385.01,2911.15,239.32,996.59
qi_f80e3c57,quote_8720da68,prod_308881b9,5,1352.19,40.13,2713.08,4047.87,763.26,231.57
qi_0ba72512,quote_8720da68,prod_761255b4,1,377.23,39.67,149.66,227.57,238.42,-10.85
qi_a4c89672,quote_8720da68,prod_2a053ba0,1,118.08,46.99,55.49,62.59,92.98,-30.39
qi_7acd3c3b,quote_8720da68,prod_4f0226fb,1,126.37,49.97,63.15,63.22,80.07,-16.85
qi_5d7f48f1,quote_bd20df7a,prod_bfb5489d,7,159.47,12.97,144.75,971.54,108.64,211.06
qi_e5e06155,quote_6d9aa000,prod_308881b9,9,1352.19,10.45,1271.47,10898.24,763.26,4028.9
qi_801d3e8c,quote_6d9aa000,prod_7afc80e5,4,500.07,10.59,211.91,1788.37,298.76,593.33
qi_26f1dd79,quote_6d9aa000,prod_2a053ba0,1,118.08,9.57,11.3,106.78,92.98,13.8
qi_df4bd8d4,quote_5b9af37d,prod_b2f3a8f7,5,101.33,17.71,89.73,416.92,55.14,141.22
qi_d534e693,quote_e53627a1,prod_951860a3,1,342.18,6.68,22.85,319.33,221.24,98.09
qi_339030c6,quote_c0dcd61c,prod_951860a3,6,342.18,17.17,352.43,1700.65,221.24,373.21
qi_fdc62ae7,quote_f2c89f8e,prod_8713c712,3,1310.68,2.02,79.5,3852.54,955.46,986.16
qi_ab5ffa2b,quote_b8bd5cf0,prod_ff879477,6,508.47,9.47,288.83,2761.99,374.73,513.61
qi_c09b49af,quote_d1c20e39,prod_7afc80e5,9,500.07,10.61,477.57,4023.06,298.76,1334.22
qi_ef069d10,quote_9e2c542a,prod_b572f27a,1,234.88,14.55,34.18,200.7,172.85,27.85
qi_dc3047ff,quote_94501868,prod_aa9c466e,4,192.86,11.58,89.36,682.08,127.52,172.0
qi_f2fdaf21,quote_9db0c4ba,prod_54709729,10,876.27,8.91,781.14,7981.56,477.91,3202.46
qi_e35bb376,quote_9db0c4ba,prod_aa9c466e,1,192.86,9.79,18.88,173.98,127.52,46.46
qi_5cfaa08b,quote_9db0c4ba,prod_4f0226fb,1,126.37,11.46,14.48,111.89,80.07,31.82
qi_910dda5e,quote_e93fc500,prod_67da2a8c,9,502.85,7.68,347.66,4177.99,390.19,666.28
qi_5ca1fdc4,quote_a6a1388d,prod_f24c5a18,3,341.75,7.89,80.86,944.39,205.73,327.2
qi_e5d4f10e,quote_1acd144d,prod_c5ca2c8c,10,432.9,7.82,338.31,3990.69,232.13,1669.39
qi_4d5c39dc,quote_4f56533f,prod_86baf995,5,53.08,35.1,93.15,172.25,37.74,-16.45
qi_39e9b678,quote_a8d6f54d,prod_bfb5489d,5,159.47,8.43,67.19,730.16,108.64,186.96
qi_8008ada1,quote_ff793d0c,prod_de12acd0,10,335.68,11.47,384.96,2971.84,228.3,688.84
qi_8809e556,quote_042f3b92,prod_ad64d881,7,2529.7,9.28,1643.12,16064.78,1372.17,6459.59
qi_df5a2b6a,quote_042f3b92,prod_1a600b85,4,467.29,8.88,165.9,1703.26,370.35,221.86
qi_18eca88e,quote_057c6cc8,prod_035d78fc,10,708.07,10.7,757.92,6322.78,390.29,2419.88
qi_72ef1cb3,quote_057c6cc8,prod_b572f27a,2,234.88,10.76,50.54,419.22,172.85,73.52
qi_a7b3e513,quote_057c6cc8,prod_2a053ba0,1,118.08,14.94,17.64,100.44,92.98,7.46
qi_d1c501d1,quote_057c6cc8,prod_09b423f4,1,194.09,6.98,13.55,180.54,140.65,39.89
qi_2363cdef,quote_028a4769,prod_e1bddf73,10,561.12,11.78,660.96,4950.24,422.73,722.94
qi_04380454,quote_028a4769,prod_5aea0ff9,5,535.04,9.07,242.68,2432.52,354.15,661.77
qi_feaee33e,quote_028a4769,prod_2a053ba0,1,118.08,10.98,12.96,105.12,92.98,12.14
qi_190cd254,quote_028a4769,prod_b9a67276,1,132.34,6.25,8.27,124.07,72.74,51.33
qi_0ca128c8,quote_a5f48273,prod_5aea0ff9,1,535.04,6.28,33.58,501.46,354.15,147.31
qi_9751ae19,quote_6a278e9e,prod_3bcbd935,1,412.02,10.55,43.47,368.55,239.32,129.23
qi_141d57b5,quote_65bf2e1f,prod_951860a3,5,342.18,12.27,209.91,1500.99,221.24,394.79
qi_1ef80c0e,quote_59cb7f5d,prod_bfb5489d,3,159.47,8.76,41.91,436.5,108.64,110.58
qi_35853ced,quote_f72a2c26,prod_be2be7f1,9,126.81,4.74,54.09,1087.2,96.34,220.14
qi_d30ac34e,quote_f72a2c26,prod_2a053ba0,1,118.08,8.37,9.88,108.2,92.98,15.22
qi_9af69453,quote_1fb3fd54,prod_71507ccd,6,557.35,8.37,279.74,3064.36,361.29,896.62
qi_6ec3b576,quote_1fb3fd54,prod_67da2a8c,1,502.85,11.2,56.31,446.54,390.19,56.35
qi_e2f1238e,quote_1fb3fd54,prod_2a053ba0,1,118.08,9.89,11.67,106.41,92.98,13.43
qi_0180bdc7,quote_5d5bff4e,prod_e1bddf73,3,561.12,13.31,224.05,1459.31,422.73,191.12
qi_4e6928a4,quote_5d5bff4e,prod_c5ca2c8c,5,432.9,8.99,194.65,1969.85,232.13,809.2
qi_34bfbac9,quote_bcf04f4a,prod_7afc80e5,3,500.07,14.04,210.6,1289.61,298.76,393.33
qi_bf3594c6,quote_4998f91c,prod_566c0f49,1,542.11,16.47,89.26,452.85,424.39,28.46
qi_547ccc9e,quote_bd8b0b93,prod_971152aa,1,452.14,12.02,54.33,397.81,304.85,92.96
qi_34c7ec5e,quote_8036bbf3,prod_2af333ea,1,445.79,6.13,27.35,418.44,329.4,89.04
qi_f2fc6dae,quote_a4e41506,prod_6bb9d589,7,257.04,10.3,185.37,1613.91,173.89,396.68
qi_70defb64,quote_a67ee880,prod_587805bf,9,620.3,5.11,285.34,5297.36,395.64,1736.6
qi_d275c023,quote_a67ee880,prod_aa9c466e,2,192.86,11.66,44.96,340.76,127.52,85.72
qi_f9825b38,quote_a67ee880,prod_2a053ba0,1,118.08,16.02,18.91,99.17,92.98,6.19
qi_1883762e,quote_5b67eabe,prod_035d78fc,2,708.07,12.15,172.1,1244.04,390.29,463.46
qi_58444b3c,quote_5b67eabe,prod_2a053ba0,1,118.08,10.77,12.71,105.37,92.98,12.39
qi_08829886,quote_32accfe3,prod_5aea0ff9,3,535.04,15.95,255.99,1349.13,354.15,286.68
qi_d9f3423e,quote_4cd07bd2,prod_b9a67276,10,132.34,4.48,59.25,1264.15,72.74,536.75
qi_a1857991,quote_4cd07bd2,prod_2a053ba0,1,118.08,6.16,7.28,110.8,92.98,17.82
qi_ae49948c,quote_4cd07bd2,prod_770c0c43,1,304.47,8.13,24.74,279.73,153.4,126.33
qi_9b179f61,quote_9e684ef8,prod_aa9c466e,10,192.86,10.08,194.37,1734.23,127.52,459.03
qi_b85c5217,quote_fe52bbf0,prod_f24c5a18,8,341.75,10.56,288.72,2445.28,205.73,799.44
qi_54463bc9,quote_02e7e6e3,prod_566c0f49,1,542.11,7.73,41.93,500.18,424.39,75.79
qi_68123090,quote_02e7e6e3,prod_5aea0ff9,3,535.04,5.43,87.13,1517.99,354.15,455.54
qi_dbb2cd37,quote_02e7e6e3,prod_2a053ba0,1,118.08,7.6,8.98,109.1,92.98,16.12
qi_eea3fb37,quote_02e7e6e3,prod_b9a67276,1,132.34,14.02,18.56,113.78,72.74,41.04
qi_250bd40c,quote_cbc81ad8,prod_b572f27a,7,234.88,12.35,203.03,1441.13,172.85,231.18
qi_a36e08e8,quote_ac16cb6a,prod_24ab3fd0,10,528.46,16.24,858.43,4426.17,335.31,1073.07
qi_80b6ae6e,quote_fb181841,prod_86baf995,10,53.08,14.09,74.77,456.03,37.74,78.63
qi_1a3aabf1,quote_7d0eb8da,prod_b3825ee4,8,2407.95,46.99,9052.63,10210.97,1308.02,-253.19
qi_6def4e99,quote_7d0eb8da,prod_b572f27a,7,234.88,49.98,821.83,822.33,172.85,-387.62
qi_0eda2ab7,quote_456a0147,prod_3bcbd935,6,412.02,8.27,204.52,2267.6,239.32,831.68
qi_ad08c9e9,quote_9581bbc4,prod_24ab3fd0,8,528.46,10.37,438.24,3789.44,335.31,1106.96
qi_e5288abd,quote_e623d34e,prod_704502ed,6,563.8,18.45,624.05,2758.75,439.3,122.95
qi_b4c58b4e,quote_e623d34e,prod_aa9c466e,2,192.86,12.89,49.72,336.0,127.52,80.96
qi_d305b430,quote_e3a90756,prod_2af333ea,2,445.79,10.54,93.97,797.61,329.4,138.81
qi_0f306f83,quote_583cbb56,prod_b3825ee4,8,2407.95,9.0,1732.85,17530.75,1308.02,7066.59
qi_f3212e19,quote_dd77d6bf,prod_039421d7,1,221.39,5.33,11.79,209.6,117.98,91.62
qi_6917c841,quote_1cb3a643,prod_fe300255,5,544.27,8.8,239.45,2481.9,378.97,587.05
qi_a040f70b,quote_1cb3a643,prod_039421d7,2,221.39,11.9,52.68,390.1,117.98,154.14
qi_ac5edc4c,quote_1cb3a643,prod_2a053ba0,1,118.08,12.92,15.25,102.83,92.98,9.85
qi_37cd50c3,quote_1cb3a643,prod_5d2d5599,1,99.34,11.87,11.79,87.55,56.01,31.54
qi_57590125,quote_52c05984,prod_3cf36411,5,100.55,10.29,51.73,451.02,76.96,66.22
qi_f678867a,quote_e6e3b98d,prod_67da2a8c,10,502.85,9.78,491.62,4536.88,390.19,634.98
qi_4f4ae964,quote_e2578714,prod_de12acd0,8,335.68,11.86,318.55,2366.89,228.3,540.49
qi_caf6d08e,quote_bfcb422a,prod_de12acd0,6,335.68,11.14,224.38,1789.7,228.3,419.9
qi_fb4b9568,quote_4e616e4c,prod_6bb9d589,10,257.04,11.83,304.12,2266.28,173.89,527.38
qi_95441708,quote_e0ec5644,prod_2af333ea,4,445.79,15.5,276.42,1506.74,329.4,189.14
qi_6aa620b8,quote_561e2c23,prod_fe300255,10,544.27,16.38,891.38,4551.32,378.97,761.62
qi_9b5350df,quote_561e2c23,prod_2a053ba0,1,118.08,10.42,12.3,105.78,92.98,12.8
qi_735230db,quote_7d0410cf,prod_be2be7f1,6,126.81,12.83,97.59,663.27,96.34,85.23
qi_4aaf1b4f,quote_7d0410cf,prod_aa9c466e,1,192.86,14.29,27.56,165.3,127.52,37.78
qi_00e706f0,quote_7d0410cf,prod_2a053ba0,1,118.08,13.62,16.09,101.99,92.98,9.01
qi_e7895e70,quote_40b70b2a,prod_704502ed,5,563.8,12.46,351.12,2467.88,439.3,271.38
qi_1d1730a0,quote_90cac2bd,prod_770c0c43,2,304.47,13.4,81.61,527.33,153.4,220.53
qi_cfaf8ceb,quote_ba70dddc,prod_ff879477,4,508.47,16.34,332.33,1701.55,374.73,202.63
qi_0b89328d,quote_72b3b49d,prod_f24c5a18,3,341.75,9.36,95.97,929.28,205.73,312.09
qi_d8d103e7,quote_fbf60806,prod_de12acd0,10,335.68,13.39,449.38,2907.42,228.3,624.42
qi_9cb1879d,quote_0ebaf486,prod_6bb9d589,1,257.04,9.76,25.08,231.96,173.89,58.07
qi_768310f8,quote_6f45df54,prod_de12acd0,2,335.68,5.78,38.83,632.53,228.3,175.93
qi_a4334311,quote_8eb21c01,prod_64c08afc,9,239.23,11.5,247.67,1905.4,131.55,721.45
qi_975df4f0,quote_e5b4bc0a,prod_8713c712,5,1310.68,6.87,450.39,6103.01,955.46,1325.71
qi_e5ed2c17,quote_ce18517b,prod_86baf995,9,53.08,13.83,66.09,411.63,37.74,71.97
qi_30d73f70,quote_3fdf7623,prod_67da2a8c,5,502.85,14.24,357.97,2156.28,390.19,205.33
qi_08511943,quote_921f038a,prod_566c0f49,8,542.11,4.21,182.62,4154.26,424.39,759.14
qi_dd719689,quote_921f038a,prod_2a053ba0,1,118.08,13.1,15.46,102.62,92.98,9.64
qi_a50c8ec9,quote_921f038a,prod_6bb9d589,1,257.04,5.54,14.25,242.79,173.89,68.9
qi_a232ac32,quote_af2be882,prod_e1bddf73,8,561.12,5.95,267.17,4221.79,422.73,839.95
qi_ad45f5c2,quote_af2be882,prod_1a600b85,2,467.29,11.76,109.87,824.71,370.35,84.01
qi_ae19feba,quote_af2be882,prod_2a053ba0,1,118.08,12.14,14.34,103.74,92.98,10.76
qi_bd4853ad,quote_0d9a2258,prod_ff879477,6,508.47,10.14,309.39,2741.43,374.73,493.05
qi_0bbaa3a1,quote_33e3c770,prod_7a535b91,4,941.21,16.67,627.58,3137.26,552.83,925.94
qi_8a3ce566,quote_c1203253,prod_704502ed,8,563.8,7.95,358.56,4151.84,439.3,637.44
qi_f0b85a20,quote_c1203253,prod_039421d7,3,221.39,16.9,112.22,551.95,117.98,198.01
qi_2d12f3ca,quote_c1203253,prod_2a053ba0,1,118.08,8.91,10.52,107.56,92.98,14.58
qi_65c5298f,quote_400f6b0a,prod_951860a3,10,342.18,4.95,169.53,3252.27,221.24,1039.87
qi_7f3a7707,quote_a0a756b5,prod_7a535b91,6,941.21,4.72,266.79,5380.47,552.83,2063.49
qi_170f6e52,quote_9a4d7152,prod_7afc80e5,10,500.07,9.1,455.01,4545.69,298.76,1558.09
qi_121663d6,quote_44cdd529,prod_035d78fc,1,708.07,10.59,74.95,633.12,390.29,242.83
qi_5710497c,quote_44cdd529,prod_2a053ba0,1,118.08,9.99,11.79,106.29,92.98,13.31
